22:05:14.152 [INFO] cli_log::init: Starting polymarket v0.1.0 with log level DEBUG
22:05:14.153 [INFO] polymarket: Starting Polymarket Orderbook Viewer...
22:05:14.230 [DEBUG] reqwest::connect: starting new connection: https://clob.polymarket.com/
22:05:14.622 [INFO] polymarket::app::core: Loading next batch of markets... (total so far: 500)
22:05:14.904 [INFO] polymarket::app::core: Loading next batch of markets... (total so far: 1000)
22:05:15.272 [INFO] polymarket::app::core: Loading next batch of markets... (total so far: 1500)
22:05:15.388 [INFO] polymarket::app::core: Reached end of markets pagination
22:05:15.389 [DEBUG] reqwest::connect: starting new connection: https://gamma-api.polymarket.com/
22:05:17.548 [INFO] polymarket::app::core: Loaded 500 gamma events starting from index 0
22:05:20.110 [INFO] polymarket::app::core: Loaded 500 gamma events starting from index 500
22:05:20.600 [INFO] polymarket::app::core: Loaded 186 gamma events starting from index 1000
22:05:20.600 [INFO] polymarket::app::core: Reached end of gamma events pagination or max limit reached
22:05:20.610 [INFO] polymarket::app::core: Successfully loaded 1506 markets total
22:05:21.180 [DEBUG] polymarket::app::navigation: Using regular market logic for token ID retrieval
22:05:21.180 [INFO] polymarket: Loading orderbook for token ID: 51763106650496752541729852536693698972250609969744350680933901034551176542113
22:05:21.232 [INFO] polymarket::app::core: Loaded price history for token ID: 51763106650496752541729852536693698972250609969744350680933901034551176542113
22:05:21.309 [INFO] polymarket::app::websocket: Starting WebSocket connection for token: 51763106650496752541729852536693698972250609969744350680933901034551176542113
22:05:21.310 [INFO] polymarket::app::websocket: WebSocket started for token: 51763106650496752541729852536693698972250609969744350680933901034551176542113
22:05:21.313 [INFO] polymarket::websocket::clob: Connecting to WebSocket at: wss://ws-subscriptions-clob.polymarket.com/ws/market
22:05:21.338 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.274 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.374 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.476 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.576 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.677 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.778 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.878 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:46.983 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.084 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.185 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.285 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.386 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.487 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.587 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.687 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.788 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.888 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:47.997 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.098 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.199 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.300 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.401 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.502 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.603 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.703 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.804 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:48.905 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.010 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.111 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.212 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.313 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.413 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.514 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.615 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.716 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.817 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:49.917 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.023 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.124 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.225 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.326 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.427 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.527 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.628 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.729 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.830 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:50.931 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.045 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.146 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.247 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.348 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.448 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.549 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.649 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.750 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.851 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:51.951 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.058 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.159 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.259 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.360 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.461 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.562 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.663 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.764 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.864 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:52.965 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.069 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.170 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.272 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.373 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.473 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.574 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.675 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.775 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.876 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:53.977 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.082 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.182 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.283 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.383 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.484 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.585 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.686 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.786 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.887 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:54.987 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.097 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.197 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.297 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.399 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.500 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.600 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.701 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.801 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:55.902 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.003 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.111 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.212 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.313 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.413 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.513 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.615 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.715 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.815 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:56.916 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.016 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.123 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.224 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.325 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.425 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.526 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.627 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.728 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.828 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:57.929 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.030 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.134 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.235 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.337 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.438 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.539 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.640 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.741 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.842 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:58.943 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.043 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.149 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.250 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.351 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.452 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.552 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.653 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.754 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.854 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:05:59.955 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.056 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.165 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.267 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.367 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.468 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.569 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.670 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.771 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.872 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:00.972 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.073 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.179 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.280 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.380 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.481 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.582 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.684 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.784 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.885 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:01.986 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.086 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.198 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.298 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.399 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.501 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.601 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.702 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.803 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:02.903 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.004 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.104 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.212 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.312 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.413 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.515 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.615 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.716 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.816 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:03.918 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.019 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.119 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.224 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.325 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.425 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.526 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.628 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.730 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.831 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:04.932 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.034 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.135 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.236 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.336 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.437 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.537 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.638 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.740 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.841 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:05.941 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.042 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.143 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.248 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.349 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.450 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.551 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.652 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.753 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.854 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:06.955 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:07.056 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:07.157 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:07.263 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:07.363 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
22:06:07.464 [INFO] polymarket::app::price_history: No relevant crypto symbols found, stopping all crypto WebSockets
